,ID,BedrijfstakkenBranchesSBI2008,Perioden,Ongecorrigeerd_1,Kalendergecorrigeerd_2,Seizoengecorrigeerd_3,Ongecorrigeerd_4,Kalendergecorrigeerd_5,Ongecorrigeerd_6,Seizoengecorrigeerd_7,Ongecorrigeerd_8,Kalendergecorrigeerd_9,Seizoengecorrigeerd_10,Ongecorrigeerd_11,Kalendergecorrigeerd_12,Ongecorrigeerd_13,Seizoengecorrigeerd_14,Ongecorrigeerd_15,Kalendergecorrigeerd_16,Seizoengecorrigeerd_17,Ongecorrigeerd_18,Kalendergecorrigeerd_19,Ongecorrigeerd_20,Seizoengecorrigeerd_21
25243,25243,56 Eet- en drinkgelegenheden,2023 november,158.2,,,5.5,,-8.1,,,,,,,,,135.3,,,-0.5,,-7.9,
25244,25244,56 Eet- en drinkgelegenheden,2023 december,175.3,,,10.4,,10.8,,,,,,,,,148.8,,,4.2,,10.0,
25245,25245,56 Eet- en drinkgelegenheden,2023 4e kwartaal,168.5,,,6.3,,-6.0,,,,,,,,,143.7,,,0.1,,-6.2,
25246,25246,56 Eet- en drinkgelegenheden,2023,167.5,,,12.6,,12.6,,,,,,,,,144.4,,,4.9,,4.9,
25247,25247,56 Eet- en drinkgelegenheden,2024 januari,144.1,,,5.5,,-17.8,,,,,,,,,121.4,,,-0.3,,-18.4,
25248,25248,56 Eet- en drinkgelegenheden,2024 februari,149.3,,,8.4,,3.6,,,,,,,,,124.7,,,2.8,,2.7,
25249,25249,56 Eet- en drinkgelegenheden,2024 maart,169.2,,,10.0,,13.3,,,,,,,,,140.9,,,4.7,,12.9,
25250,25250,56 Eet- en drinkgelegenheden,2024 1e kwartaal ,154.2,,,8.0,,-8.5,,,,,,,,,129.0,,,2.5,,-10.2,
25251,25251,56 Eet- en drinkgelegenheden,2024 april,176.4,,,1.4,,4.3,,,,,,,,,146.0,,,-3.0,,3.7,
25252,25252,56 Eet- en drinkgelegenheden,2024 mei,191.0,,,5.8,,8.3,,,,,,,,,157.4,,,1.1,,7.8,
25253,25253,56 Eet- en drinkgelegenheden,2024 juni,190.6,,,3.4,,-0.2,,,,,,,,,156.7,,,-1.3,,-0.4,
25254,25254,56 Eet- en drinkgelegenheden,2024 2e kwartaal,186.0,,,3.6,,20.6,,,,,,,,,153.4,,,-1.0,,18.9,
25255,25255,56 Eet- en drinkgelegenheden,2024 juli,192.9,,,3.0,,1.2,,,,,,,,,158.0,,,-1.3,,0.8,
25256,25256,56 Eet- en drinkgelegenheden,2024 augustus,189.2,,,9.2,,-1.9,,,,,,,,,154.2,,,4.4,,-2.4,
25257,25257,56 Eet- en drinkgelegenheden,2024 september,182.2,,,2.7,,-3.7,,,,,,,,,149.0,,,-1.7,,-3.4,
25258,25258,56 Eet- en drinkgelegenheden,2024 3e kwartaal ,188.1,,,4.9,,1.1,,,,,,,,,153.7,,,0.4,,0.2,
25259,25259,56 Eet- en drinkgelegenheden,2024 oktober,,,,,,,,,,,,,,,,,,,,,
25260,25260,"561 Restaurants, andere eetgelegenheden",2000 januari,,,,,,,,,,,,,,,,,,,,,
25261,25261,"561 Restaurants, andere eetgelegenheden",2000 februari,,,,,,,,,,,,,,,,,,,,,
25262,25262,"561 Restaurants, andere eetgelegenheden",2000 maart,,,,,,,,,,,,,,,,,,,,,
25263,25263,"561 Restaurants, andere eetgelegenheden",2000 1e kwartaal,,,,,,,,,,,,,,,,,,,,,
25264,25264,"561 Restaurants, andere eetgelegenheden",2000 april,,,,,,,,,,,,,,,,,,,,,
25265,25265,"561 Restaurants, andere eetgelegenheden",2000 mei,,,,,,,,,,,,,,,,,,,,,
25266,25266,"561 Restaurants, andere eetgelegenheden",2000 juni,,,,,,,,,,,,,,,,,,,,,
25267,25267,"561 Restaurants, andere eetgelegenheden",2000 2e kwartaal,,,,,,,,,,,,,,,,,,,,,
25268,25268,"561 Restaurants, andere eetgelegenheden",2000 juli,,,,,,,,,,,,,,,,,,,,,
25269,25269,"561 Restaurants, andere eetgelegenheden",2000 augustus,,,,,,,,,,,,,,,,,,,,,
25270,25270,"561 Restaurants, andere eetgelegenheden",2000 september,,,,,,,,,,,,,,,,,,,,,
25271,25271,"561 Restaurants, andere eetgelegenheden",2000 3e kwartaal,,,,,,,,,,,,,,,,,,,,,
25272,25272,"561 Restaurants, andere eetgelegenheden",2000 oktober,,,,,,,,,,,,,,,,,,,,,
25273,25273,"561 Restaurants, andere eetgelegenheden",2000 november,,,,,,,,,,,,,,,,,,,,,
25274,25274,"561 Restaurants, andere eetgelegenheden",2000 december,,,,,,,,,,,,,,,,,,,,,
25275,25275,"561 Restaurants, andere eetgelegenheden",2000 4e kwartaal,,,,,,,,,,,,,,,,,,,,,
25276,25276,"561 Restaurants, andere eetgelegenheden",2000,,,,,,,,,,,,,,,,,,,,,
25277,25277,"561 Restaurants, andere eetgelegenheden",2001 januari,,,,,,,,,,,,,,,,,,,,,
25278,25278,"561 Restaurants, andere eetgelegenheden",2001 februari,,,,,,,,,,,,,,,,,,,,,
25279,25279,"561 Restaurants, andere eetgelegenheden",2001 maart,,,,,,,,,,,,,,,,,,,,,
25280,25280,"561 Restaurants, andere eetgelegenheden",2001 1e kwartaal,,,,,,,,,,,,,,,,,,,,,
25281,25281,"561 Restaurants, andere eetgelegenheden",2001 april,,,,,,,,,,,,,,,,,,,,,
25282,25282,"561 Restaurants, andere eetgelegenheden",2001 mei,,,,,,,,,,,,,,,,,,,,,
25283,25283,"561 Restaurants, andere eetgelegenheden",2001 juni,,,,,,,,,,,,,,,,,,,,,
25284,25284,"561 Restaurants, andere eetgelegenheden",2001 2e kwartaal,,,,,,,,,,,,,,,,,,,,,
25285,25285,"561 Restaurants, andere eetgelegenheden",2001 juli,,,,,,,,,,,,,,,,,,,,,
25286,25286,"561 Restaurants, andere eetgelegenheden",2001 augustus,,,,,,,,,,,,,,,,,,,,,
25287,25287,"561 Restaurants, andere eetgelegenheden",2001 september,,,,,,,,,,,,,,,,,,,,,
25288,25288,"561 Restaurants, andere eetgelegenheden",2001 3e kwartaal,,,,,,,,,,,,,,,,,,,,,
25289,25289,"561 Restaurants, andere eetgelegenheden",2001 oktober,,,,,,,,,,,,,,,,,,,,,
25290,25290,"561 Restaurants, andere eetgelegenheden",2001 november,,,,,,,,,,,,,,,,,,,,,
25291,25291,"561 Restaurants, andere eetgelegenheden",2001 december,,,,,,,,,,,,,,,,,,,,,
25292,25292,"561 Restaurants, andere eetgelegenheden",2001 4e kwartaal,,,,,,,,,,,,,,,,,,,,,
25293,25293,"561 Restaurants, andere eetgelegenheden",2001,,,,,,,,,,,,,,,,,,,,,
25294,25294,"561 Restaurants, andere eetgelegenheden",2002 januari,,,,,,,,,,,,,,,,,,,,,
25295,25295,"561 Restaurants, andere eetgelegenheden",2002 februari,,,,,,,,,,,,,,,,,,,,,
25296,25296,"561 Restaurants, andere eetgelegenheden",2002 maart,,,,,,,,,,,,,,,,,,,,,
25297,25297,"561 Restaurants, andere eetgelegenheden",2002 1e kwartaal,,,,,,,,,,,,,,,,,,,,,
25298,25298,"561 Restaurants, andere eetgelegenheden",2002 april,,,,,,,,,,,,,,,,,,,,,
25299,25299,"561 Restaurants, andere eetgelegenheden",2002 mei,,,,,,,,,,,,,,,,,,,,,
25300,25300,"561 Restaurants, andere eetgelegenheden",2002 juni,,,,,,,,,,,,,,,,,,,,,
25301,25301,"561 Restaurants, andere eetgelegenheden",2002 2e kwartaal,,,,,,,,,,,,,,,,,,,,,
25302,25302,"561 Restaurants, andere eetgelegenheden",2002 juli,,,,,,,,,,,,,,,,,,,,,
25303,25303,"561 Restaurants, andere eetgelegenheden",2002 augustus,,,,,,,,,,,,,,,,,,,,,
25304,25304,"561 Restaurants, andere eetgelegenheden",2002 september,,,,,,,,,,,,,,,,,,,,,
25305,25305,"561 Restaurants, andere eetgelegenheden",2002 3e kwartaal,,,,,,,,,,,,,,,,,,,,,
25306,25306,"561 Restaurants, andere eetgelegenheden",2002 oktober,,,,,,,,,,,,,,,,,,,,,
25307,25307,"561 Restaurants, andere eetgelegenheden",2002 november,,,,,,,,,,,,,,,,,,,,,
25308,25308,"561 Restaurants, andere eetgelegenheden",2002 december,,,,,,,,,,,,,,,,,,,,,
25309,25309,"561 Restaurants, andere eetgelegenheden",2002 4e kwartaal,,,,,,,,,,,,,,,,,,,,,
25310,25310,"561 Restaurants, andere eetgelegenheden",2002,,,,,,,,,,,,,,,,,,,,,
25311,25311,"561 Restaurants, andere eetgelegenheden",2003 januari,,,,,,,,,,,,,,,,,,,,,
25312,25312,"561 Restaurants, andere eetgelegenheden",2003 februari,,,,,,,,,,,,,,,,,,,,,
25313,25313,"561 Restaurants, andere eetgelegenheden",2003 maart,,,,,,,,,,,,,,,,,,,,,
25314,25314,"561 Restaurants, andere eetgelegenheden",2003 1e kwartaal,,,,,,,,,,,,,,,,,,,,,
25315,25315,"561 Restaurants, andere eetgelegenheden",2003 april,,,,,,,,,,,,,,,,,,,,,
25316,25316,"561 Restaurants, andere eetgelegenheden",2003 mei,,,,,,,,,,,,,,,,,,,,,
25317,25317,"561 Restaurants, andere eetgelegenheden",2003 juni,,,,,,,,,,,,,,,,,,,,,
25318,25318,"561 Restaurants, andere eetgelegenheden",2003 2e kwartaal,,,,,,,,,,,,,,,,,,,,,
25319,25319,"561 Restaurants, andere eetgelegenheden",2003 juli,,,,,,,,,,,,,,,,,,,,,
25320,25320,"561 Restaurants, andere eetgelegenheden",2003 augustus,,,,,,,,,,,,,,,,,,,,,
25321,25321,"561 Restaurants, andere eetgelegenheden",2003 september,,,,,,,,,,,,,,,,,,,,,
25322,25322,"561 Restaurants, andere eetgelegenheden",2003 3e kwartaal,,,,,,,,,,,,,,,,,,,,,
25323,25323,"561 Restaurants, andere eetgelegenheden",2003 oktober,,,,,,,,,,,,,,,,,,,,,
25324,25324,"561 Restaurants, andere eetgelegenheden",2003 november,,,,,,,,,,,,,,,,,,,,,
25325,25325,"561 Restaurants, andere eetgelegenheden",2003 december,,,,,,,,,,,,,,,,,,,,,
25326,25326,"561 Restaurants, andere eetgelegenheden",2003 4e kwartaal,,,,,,,,,,,,,,,,,,,,,
25327,25327,"561 Restaurants, andere eetgelegenheden",2003,,,,,,,,,,,,,,,,,,,,,
25328,25328,"561 Restaurants, andere eetgelegenheden",2004 januari,,,,,,,,,,,,,,,,,,,,,
25329,25329,"561 Restaurants, andere eetgelegenheden",2004 februari,,,,,,,,,,,,,,,,,,,,,
25330,25330,"561 Restaurants, andere eetgelegenheden",2004 maart,,,,,,,,,,,,,,,,,,,,,
25331,25331,"561 Restaurants, andere eetgelegenheden",2004 1e kwartaal,,,,,,,,,,,,,,,,,,,,,
25332,25332,"561 Restaurants, andere eetgelegenheden",2004 april,,,,,,,,,,,,,,,,,,,,,
25333,25333,"561 Restaurants, andere eetgelegenheden",2004 mei,,,,,,,,,,,,,,,,,,,,,
25334,25334,"561 Restaurants, andere eetgelegenheden",2004 juni,,,,,,,,,,,,,,,,,,,,,
25335,25335,"561 Restaurants, andere eetgelegenheden",2004 2e kwartaal,,,,,,,,,,,,,,,,,,,,,
25336,25336,"561 Restaurants, andere eetgelegenheden",2004 juli,,,,,,,,,,,,,,,,,,,,,
25337,25337,"561 Restaurants, andere eetgelegenheden",2004 augustus,,,,,,,,,,,,,,,,,,,,,
25338,25338,"561 Restaurants, andere eetgelegenheden",2004 september,,,,,,,,,,,,,,,,,,,,,
25339,25339,"561 Restaurants, andere eetgelegenheden",2004 3e kwartaal,,,,,,,,,,,,,,,,,,,,,
25340,25340,"561 Restaurants, andere eetgelegenheden",2004 oktober,,,,,,,,,,,,,,,,,,,,,
25341,25341,"561 Restaurants, andere eetgelegenheden",2004 november,,,,,,,,,,,,,,,,,,,,,
25342,25342,"561 Restaurants, andere eetgelegenheden",2004 december,,,,,,,,,,,,,,,,,,,,,
25343,25343,"561 Restaurants, andere eetgelegenheden",2004 4e kwartaal,,,,,,,,,,,,,,,,,,,,,
25344,25344,"561 Restaurants, andere eetgelegenheden",2004,,,,,,,,,,,,,,,,,,,,,
25345,25345,"561 Restaurants, andere eetgelegenheden",2005 januari,,,,,,,,,,,,,,,,,,,,,
25346,25346,"561 Restaurants, andere eetgelegenheden",2005 februari,,,,,,,,,,,,,,,,,,,,,
25347,25347,"561 Restaurants, andere eetgelegenheden",2005 maart,,,,,,,,,,,,,,,,,,,,,
25348,25348,"561 Restaurants, andere eetgelegenheden",2005 1e kwartaal,59.3,,,,,,,,,,,,,,,,,,,,
25349,25349,"561 Restaurants, andere eetgelegenheden",2005 april,,,,,,,,,,,,,,,,,,,,,
25350,25350,"561 Restaurants, andere eetgelegenheden",2005 mei,,,,,,,,,,,,,,,,,,,,,
25351,25351,"561 Restaurants, andere eetgelegenheden",2005 juni,,,,,,,,,,,,,,,,,,,,,
25352,25352,"561 Restaurants, andere eetgelegenheden",2005 2e kwartaal,74.1,,,,,25.1,,,,,,,,,,,,,,,
25353,25353,"561 Restaurants, andere eetgelegenheden",2005 juli,,,,,,,,,,,,,,,,,,,,,
25354,25354,"561 Restaurants, andere eetgelegenheden",2005 augustus,,,,,,,,,,,,,,,,,,,,,
25355,25355,"561 Restaurants, andere eetgelegenheden",2005 september,,,,,,,,,,,,,,,,,,,,,
25356,25356,"561 Restaurants, andere eetgelegenheden",2005 3e kwartaal,78.6,,,,,6.0,,,,,,,,,,,,,,,
25357,25357,"561 Restaurants, andere eetgelegenheden",2005 oktober,,,,,,,,,,,,,,,,,,,,,
25358,25358,"561 Restaurants, andere eetgelegenheden",2005 november,,,,,,,,,,,,,,,,,,,,,
25359,25359,"561 Restaurants, andere eetgelegenheden",2005 december,,,,,,,,,,,,,,,,,,,,,
25360,25360,"561 Restaurants, andere eetgelegenheden",2005 4e kwartaal,72.8,,,,,-7.4,,,,,,,,,,,,,,,
25361,25361,"561 Restaurants, andere eetgelegenheden",2005,71.2,,,,,,,,,,,,,,,,,,,,
25362,25362,"561 Restaurants, andere eetgelegenheden",2006 januari,,,,,,,,,,,,,,,,,,,,,
25363,25363,"561 Restaurants, andere eetgelegenheden",2006 februari,,,,,,,,,,,,,,,,,,,,,
25364,25364,"561 Restaurants, andere eetgelegenheden",2006 maart,,,,,,,,,,,,,,,,,,,,,
25365,25365,"561 Restaurants, andere eetgelegenheden",2006 1e kwartaal,61.6,,,3.9,,-15.4,,,,,,,,,,,,,,,
25366,25366,"561 Restaurants, andere eetgelegenheden",2006 april,,,,,,,,,,,,,,,,,,,,,
25367,25367,"561 Restaurants, andere eetgelegenheden",2006 mei,,,,,,,,,,,,,,,,,,,,,
25368,25368,"561 Restaurants, andere eetgelegenheden",2006 juni,,,,,,,,,,,,,,,,,,,,,
25369,25369,"561 Restaurants, andere eetgelegenheden",2006 2e kwartaal,77.6,,,4.7,,26.1,,,,,,,,,,,,,,,
25370,25370,"561 Restaurants, andere eetgelegenheden",2006 juli,,,,,,,,,,,,,,,,,,,,,
25371,25371,"561 Restaurants, andere eetgelegenheden",2006 augustus,,,,,,,,,,,,,,,,,,,,,
25372,25372,"561 Restaurants, andere eetgelegenheden",2006 september,,,,,,,,,,,,,,,,,,,,,
25373,25373,"561 Restaurants, andere eetgelegenheden",2006 3e kwartaal,82.8,,,5.4,,6.8,,,,,,,,,,,,,,,
25374,25374,"561 Restaurants, andere eetgelegenheden",2006 oktober,,,,,,,,,,,,,,,,,,,,,
25375,25375,"561 Restaurants, andere eetgelegenheden",2006 november,,,,,,,,,,,,,,,,,,,,,
25376,25376,"561 Restaurants, andere eetgelegenheden",2006 december,,,,,,,,,,,,,,,,,,,,,
25377,25377,"561 Restaurants, andere eetgelegenheden",2006 4e kwartaal,76.9,,,5.7,,-7.2,,,,,,,,,,,,,,,
25378,25378,"561 Restaurants, andere eetgelegenheden",2006,74.7,,,5.0,,5.0,,,,,,,,,,,,,,,
25379,25379,"561 Restaurants, andere eetgelegenheden",2007 januari,,,,,,,,,,,,,,,,,,,,,
25380,25380,"561 Restaurants, andere eetgelegenheden",2007 februari,,,,,,,,,,,,,,,,,,,,,
25381,25381,"561 Restaurants, andere eetgelegenheden",2007 maart,,,,,,,,,,,,,,,,,,,,,
25382,25382,"561 Restaurants, andere eetgelegenheden",2007 1e kwartaal,67.6,,,9.9,,-12.0,,,,,,,,,,,,,,,
25383,25383,"561 Restaurants, andere eetgelegenheden",2007 april,,,,,,,,,,,,,,,,,,,,,
25384,25384,"561 Restaurants, andere eetgelegenheden",2007 mei,,,,,,,,,,,,,,,,,,,,,
25385,25385,"561 Restaurants, andere eetgelegenheden",2007 juni,,,,,,,,,,,,,,,,,,,,,
25386,25386,"561 Restaurants, andere eetgelegenheden",2007 2e kwartaal,84.3,,,8.6,,24.6,,,,,,,,,,,,,,,
25387,25387,"561 Restaurants, andere eetgelegenheden",2007 juli,,,,,,,,,,,,,,,,,,,,,
25388,25388,"561 Restaurants, andere eetgelegenheden",2007 augustus,,,,,,,,,,,,,,,,,,,,,
25389,25389,"561 Restaurants, andere eetgelegenheden",2007 september,,,,,,,,,,,,,,,,,,,,,
25390,25390,"561 Restaurants, andere eetgelegenheden",2007 3e kwartaal,85.4,,,3.1,,1.4,,,,,,,,,,,,,,,
25391,25391,"561 Restaurants, andere eetgelegenheden",2007 oktober,,,,,,,,,,,,,,,,,,,,,
25392,25392,"561 Restaurants, andere eetgelegenheden",2007 november,,,,,,,,,,,,,,,,,,,,,
25393,25393,"561 Restaurants, andere eetgelegenheden",2007 december,,,,,,,,,,,,,,,,,,,,,
25394,25394,"561 Restaurants, andere eetgelegenheden",2007 4e kwartaal,78.3,,,1.8,,-8.4,,,,,,,,,,,,,,,
25395,25395,"561 Restaurants, andere eetgelegenheden",2007,78.9,,,5.6,,5.6,,,,,,,,,,,,,,,
25396,25396,"561 Restaurants, andere eetgelegenheden",2008 januari,,,,,,,,,,,,,,,,,,,,,
25397,25397,"561 Restaurants, andere eetgelegenheden",2008 februari,,,,,,,,,,,,,,,,,,,,,
25398,25398,"561 Restaurants, andere eetgelegenheden",2008 maart,,,,,,,,,,,,,,,,,,,,,
25399,25399,"561 Restaurants, andere eetgelegenheden",2008 1e kwartaal,68.5,,,1.3,,-12.4,,,,,,,,,,,,,,,
25400,25400,"561 Restaurants, andere eetgelegenheden",2008 april,,,,,,,,,,,,,,,,,,,,,
25401,25401,"561 Restaurants, andere eetgelegenheden",2008 mei,,,,,,,,,,,,,,,,,,,,,
25402,25402,"561 Restaurants, andere eetgelegenheden",2008 juni,,,,,,,,,,,,,,,,,,,,,
25403,25403,"561 Restaurants, andere eetgelegenheden",2008 2e kwartaal,82.8,,,-1.7,,20.8,,,,,,,,,,,,,,,
25404,25404,"561 Restaurants, andere eetgelegenheden",2008 juli,,,,,,,,,,,,,,,,,,,,,
25405,25405,"561 Restaurants, andere eetgelegenheden",2008 augustus,,,,,,,,,,,,,,,,,,,,,
25406,25406,"561 Restaurants, andere eetgelegenheden",2008 september,,,,,,,,,,,,,,,,,,,,,
25407,25407,"561 Restaurants, andere eetgelegenheden",2008 3e kwartaal,84.2,,,-1.4,,1.6,,,,,,,,,,,,,,,
25408,25408,"561 Restaurants, andere eetgelegenheden",2008 oktober,,,,,,,,,,,,,,,,,,,,,
25409,25409,"561 Restaurants, andere eetgelegenheden",2008 november,,,,,,,,,,,,,,,,,,,,,
25410,25410,"561 Restaurants, andere eetgelegenheden",2008 december,,,,,,,,,,,,,,,,,,,,,
25411,25411,"561 Restaurants, andere eetgelegenheden",2008 4e kwartaal,77.3,,,-1.2,,-8.1,,,,,,,,,,,,,,,
25412,25412,"561 Restaurants, andere eetgelegenheden",2008,78.2,,,-0.8,,-0.8,,,,,,,,,,,,,,,
25413,25413,"561 Restaurants, andere eetgelegenheden",2009 januari,,,,,,,,,,,,,,,,,,,,,
25414,25414,"561 Restaurants, andere eetgelegenheden",2009 februari,,,,,,,,,,,,,,,,,,,,,
25415,25415,"561 Restaurants, andere eetgelegenheden",2009 maart,,,,,,,,,,,,,,,,,,,,,
25416,25416,"561 Restaurants, andere eetgelegenheden",2009 1e kwartaal,66.6,,,-2.9,,-13.9,,,,,,,,,,,,,,,
25417,25417,"561 Restaurants, andere eetgelegenheden",2009 april,,,,,,,,,,,,,,,,,,,,,
25418,25418,"561 Restaurants, andere eetgelegenheden",2009 mei,,,,,,,,,,,,,,,,,,,,,
25419,25419,"561 Restaurants, andere eetgelegenheden",2009 juni,,,,,,,,,,,,,,,,,,,,,
25420,25420,"561 Restaurants, andere eetgelegenheden",2009 2e kwartaal,81.3,,,-1.8,,22.2,,,,,,,,,,,,,,,
25421,25421,"561 Restaurants, andere eetgelegenheden",2009 juli,,,,,,,,,,,,,,,,,,,,,
25422,25422,"561 Restaurants, andere eetgelegenheden",2009 augustus,,,,,,,,,,,,,,,,,,,,,
25423,25423,"561 Restaurants, andere eetgelegenheden",2009 september,,,,,,,,,,,,,,,,,,,,,
25424,25424,"561 Restaurants, andere eetgelegenheden",2009 3e kwartaal,82.1,,,-2.4,,1.0,,,,,,,,,,,,,,,
25425,25425,"561 Restaurants, andere eetgelegenheden",2009 oktober,,,,,,,,,,,,,,,,,,,,,
25426,25426,"561 Restaurants, andere eetgelegenheden",2009 november,,,,,,,,,,,,,,,,,,,,,
25427,25427,"561 Restaurants, andere eetgelegenheden",2009 december,,,,,,,,,,,,,,,,,,,,,
25428,25428,"561 Restaurants, andere eetgelegenheden",2009 4e kwartaal,74.0,,,-4.3,,-9.9,,,,,,,,,,,,,,,
25429,25429,"561 Restaurants, andere eetgelegenheden",2009,76.0,,,-2.8,,-2.8,,,,,,,,,,,,,,,
25430,25430,"561 Restaurants, andere eetgelegenheden",2010 januari,,,,,,,,,,,,,,,,,,,,,
25431,25431,"561 Restaurants, andere eetgelegenheden",2010 februari,,,,,,,,,,,,,,,,,,,,,
25432,25432,"561 Restaurants, andere eetgelegenheden",2010 maart,,,,,,,,,,,,,,,,,,,,,
25433,25433,"561 Restaurants, andere eetgelegenheden",2010 1e kwartaal,62.7,,,-5.8,,-15.2,,,,,,,,,,,,,,,
25434,25434,"561 Restaurants, andere eetgelegenheden",2010 april,,,,,,,,,,,,,,,,,,,,,
25435,25435,"561 Restaurants, andere eetgelegenheden",2010 mei,,,,,,,,,,,,,,,,,,,,,
25436,25436,"561 Restaurants, andere eetgelegenheden",2010 juni,,,,,,,,,,,,,,,,,,,,,
25437,25437,"561 Restaurants, andere eetgelegenheden",2010 2e kwartaal,76.8,,,-5.6,,22.4,,,,,,,,,,,,,,,
25438,25438,"561 Restaurants, andere eetgelegenheden",2010 juli,,,,,,,,,,,,,,,,,,,,,
25439,25439,"561 Restaurants, andere eetgelegenheden",2010 augustus,,,,,,,,,,,,,,,,,,,,,
25440,25440,"561 Restaurants, andere eetgelegenheden",2010 september,,,,,,,,,,,,,,,,,,,,,
25441,25441,"561 Restaurants, andere eetgelegenheden",2010 3e kwartaal,80.9,,,-1.5,,5.4,,,,,,,,,,,,,,,
25442,25442,"561 Restaurants, andere eetgelegenheden",2010 oktober,,,,,,,,,,,,,,,,,,,,,
25443,25443,"561 Restaurants, andere eetgelegenheden",2010 november,,,,,,,,,,,,,,,,,,,,,
25444,25444,"561 Restaurants, andere eetgelegenheden",2010 december,,,,,,,,,,,,,,,,,,,,,
25445,25445,"561 Restaurants, andere eetgelegenheden",2010 4e kwartaal,75.1,,,1.4,,-7.2,,,,,,,,,,,,,,,
25446,25446,"561 Restaurants, andere eetgelegenheden",2010,73.9,,,-2.8,,-2.8,,,,,,,,,,,,,,,
25447,25447,"561 Restaurants, andere eetgelegenheden",2011 januari,,,,,,,,,,,,,,,,,,,,,
25448,25448,"561 Restaurants, andere eetgelegenheden",2011 februari,,,,,,,,,,,,,,,,,,,,,
25449,25449,"561 Restaurants, andere eetgelegenheden",2011 maart,,,,,,,,,,,,,,,,,,,,,
25450,25450,"561 Restaurants, andere eetgelegenheden",2011 1e kwartaal,66.8,,,6.4,,-11.1,,,,,,,,,,,,,,,
25451,25451,"561 Restaurants, andere eetgelegenheden",2011 april,,,,,,,,,,,,,,,,,,,,,
25452,25452,"561 Restaurants, andere eetgelegenheden",2011 mei,,,,,,,,,,,,,,,,,,,,,
25453,25453,"561 Restaurants, andere eetgelegenheden",2011 juni,,,,,,,,,,,,,,,,,,,,,
25454,25454,"561 Restaurants, andere eetgelegenheden",2011 2e kwartaal,83.2,,,8.3,,24.6,,,,,,,,,,,,,,,
25455,25455,"561 Restaurants, andere eetgelegenheden",2011 juli,,,,,,,,,,,,,,,,,,,,,
25456,25456,"561 Restaurants, andere eetgelegenheden",2011 augustus,,,,,,,,,,,,,,,,,,,,,
25457,25457,"561 Restaurants, andere eetgelegenheden",2011 september,,,,,,,,,,,,,,,,,,,,,
25458,25458,"561 Restaurants, andere eetgelegenheden",2011 3e kwartaal,84.5,,,4.4,,1.6,,,,,,,,,,,,,,,
25459,25459,"561 Restaurants, andere eetgelegenheden",2011 oktober,,,,,,,,,,,,,,,,,,,,,
25460,25460,"561 Restaurants, andere eetgelegenheden",2011 november,,,,,,,,,,,,,,,,,,,,,
25461,25461,"561 Restaurants, andere eetgelegenheden",2011 december,,,,,,,,,,,,,,,,,,,,,
25462,25462,"561 Restaurants, andere eetgelegenheden",2011 4e kwartaal,78.9,,,5.2,,-6.6,,,,,,,,,,,,,,,
25463,25463,"561 Restaurants, andere eetgelegenheden",2011,78.4,,,6.1,,6.1,,,,,,,,,,,,,,,
25464,25464,"561 Restaurants, andere eetgelegenheden",2012 januari,,,,,,,,,,,,,,,,,,,,,
25465,25465,"561 Restaurants, andere eetgelegenheden",2012 februari,,,,,,,,,,,,,,,,,,,,,
25466,25466,"561 Restaurants, andere eetgelegenheden",2012 maart,,,,,,,,,,,,,,,,,,,,,
25467,25467,"561 Restaurants, andere eetgelegenheden",2012 1e kwartaal,70.0,,,4.9,,-11.3,,,,,,,,,,,,,,,
25468,25468,"561 Restaurants, andere eetgelegenheden",2012 april,,,,,,,,,,,,,,,,,,,,,
25469,25469,"561 Restaurants, andere eetgelegenheden",2012 mei,,,,,,,,,,,,,,,,,,,,,
25470,25470,"561 Restaurants, andere eetgelegenheden",2012 juni,,,,,,,,,,,,,,,,,,,,,
25471,25471,"561 Restaurants, andere eetgelegenheden",2012 2e kwartaal,84.5,,,1.6,,20.7,,,,,,,,,,,,,,,
25472,25472,"561 Restaurants, andere eetgelegenheden",2012 juli,,,,,,,,,,,,,,,,,,,,,
25473,25473,"561 Restaurants, andere eetgelegenheden",2012 augustus,,,,,,,,,,,,,,,,,,,,,
25474,25474,"561 Restaurants, andere eetgelegenheden",2012 september,,,,,,,,,,,,,,,,,,,,,
25475,25475,"561 Restaurants, andere eetgelegenheden",2012 3e kwartaal,86.8,,,2.6,,2.7,,,,,,,,,,,,,,,
25476,25476,"561 Restaurants, andere eetgelegenheden",2012 oktober,,,,,,,,,,,,,,,,,,,,,
25477,25477,"561 Restaurants, andere eetgelegenheden",2012 november,,,,,,,,,,,,,,,,,,,,,
25478,25478,"561 Restaurants, andere eetgelegenheden",2012 december,,,,,,,,,,,,,,,,,,,,,
25479,25479,"561 Restaurants, andere eetgelegenheden",2012 4e kwartaal,79.8,,,1.1,,-8.0,,,,,,,,,,,,,,,
25480,25480,"561 Restaurants, andere eetgelegenheden",2012,80.3,,,2.5,,2.5,,,,,,,,,,,,,,,
25481,25481,"561 Restaurants, andere eetgelegenheden",2013 januari,,,,,,,,,,,,,,,,,,,,,
25482,25482,"561 Restaurants, andere eetgelegenheden",2013 februari,,,,,,,,,,,,,,,,,,,,,
25483,25483,"561 Restaurants, andere eetgelegenheden",2013 maart,,,,,,,,,,,,,,,,,,,,,
